ID;Ano;Sexo;Cooper_Dist;Cooper_Nota
4558;3;M;2306;1,45
4559;3;M;2307;1,5
4560;3;M;2308;1,55
4561;3;M;2309;1,6
4562;3;M;2310;1,65
4563;3;M;2311;1,7
4564;3;M;2312;1,75
4565;3;M;2313;1,8
4566;3;M;2314;1,9
4567;3;M;2315;2
4568;3;M;2316;2,1
4569;3;M;2317;2,2
4570;3;M;2318;2,3
4571;3;M;2319;2,4
4572;3;M;2320;2,5
4573;3;M;2321;2,55
4574;3;M;2322;2,6
4575;3;M;2323;2,65
4576;3;M;2324;2,7
4577;3;M;2325;2,75
4578;3;M;2326;2,8
4579;3;M;2327;2,9
4580;3;M;2328;3
4581;3;M;2329;3,1
4582;3;M;2330;3,2
4583;3;M;2331;3,3
4584;3;M;2332;3,4
4585;3;M;2333;3,5
4586;3;M;2334;3,6
4587;3;M;2335;3,65
4588;3;M;2336;3,7
4589;3;M;2337;3,75
4590;3;M;2338;3,8
4591;3;M;2339;3,9
4592;3;M;2340;4
4593;3;M;2341;4,1
4594;3;M;2342;4,2
4595;3;M;2343;4,3
4596;3;M;2344;4,4
4597;3;M;2345;4,5
4598;3;M;2346;4,55
4599;3;M;2347;4,6
4600;3;M;2348;4,65
4601;3;M;2349;4,7
4602;3;M;2350;4,75
4603;3;M;2351;4,8
4604;3;M;2352;4,9
4605;3;M;2353;5
4606;3;M;2354;5,1
4607;3;M;2355;5,2
4608;3;M;2356;5,3
4609;3;M;2357;5,4
4610;3;M;2358;5,5
4611;3;M;2359;5,55
4612;3;M;2360;5,6
4613;3;M;2361;5,65
4614;3;M;2362;5,7
4615;3;M;2363;5,8
4616;3;M;2364;5,9
4617;3;M;2365;6
4618;3;M;2366;6,1
4619;3;M;2367;6,2
4620;3;M;2368;6,3
4621;3;M;2369;6,35
4622;3;M;2370;6,4
4623;3;M;2371;6,5
4624;3;M;2372;6,6
4625;3;M;2373;6,7
4626;3;M;2374;6,75
4627;3;M;2375;6,8
4628;3;M;2376;6,85
4629;3;M;2377;6,9
4630;3;M;2378;7
4631;3;M;2379;7,1
4632;3;M;2380;7,2
4633;3;M;2381;7,25
4634;3;M;2382;7,3
4635;3;M;2383;7,4
4636;3;M;2384;7,5
4637;3;M;2385;7,6
4638;3;M;2386;7,65
4639;3;M;2387;7,7
4640;3;M;2388;7,8
4641;3;M;2389;7,9
4642;3;M;2390;8
4643;3;M;2391;8,05
4644;3;M;2392;8,1
4645;3;M;2393;8,2
4646;3;M;2394;8,3
4647;3;M;2395;8,4
4648;3;M;2396;8,45
4649;3;M;2397;8,5
4650;3;M;2398;8,6
4651;3;M;2399;8,7
4652;3;M;2400;8,8
4653;3;M;2401;8,8
4654;3;M;2402;8,81
4655;3;M;2403;8,81
4656;3;M;2404;8,82
4657;3;M;2405;8,82
4658;3;M;2406;8,83
4659;3;M;2407;8,83
4660;3;M;2408;8,84
4661;3;M;2409;8,84
4662;3;M;2410;8,85
4663;3;M;2411;8,85
4664;3;M;2412;8,85
4665;3;M;2413;8,86
4666;3;M;2414;8,86
4667;3;M;2415;8,86
4668;3;M;2416;8,87
4669;3;M;2417;8,87
4670;3;M;2418;8,87
4671;3;M;2419;8,88
4672;3;M;2420;8,88
4673;3;M;2421;8,88
4674;3;M;2422;8,89
4675;3;M;2423;8,89
4676;3;M;2424;8,89
4677;3;M;2425;8,9
4678;3;M;2426;8,9
4679;3;M;2427;8,91
4680;3;M;2428;8,91
4681;3;M;2429;8,92
4682;3;M;2430;8,92
4683;3;M;2431;8,93
4684;3;M;2432;8,93
4685;3;M;2433;8,94
4686;3;M;2434;8,94
4687;3;M;2435;8,95
4688;3;M;2436;8,95
4689;3;M;2437;8,95
4690;3;M;2438;8,96
4691;3;M;2439;8,96
4692;3;M;2440;8,96
4693;3;M;2441;8,97
4694;3;M;2442;8,97
4695;3;M;2443;8,97
4696;3;M;2444;8,98
4697;3;M;2445;8,98
4698;3;M;2446;8,98
4699;3;M;2447;8,99
4700;3;M;2448;8,99
4701;3;M;2449;8,99
4702;3;M;2450;9
4703;3;M;2451;9
4704;3;M;2452;9,01
4705;3;M;2453;9,01
4706;3;M;2454;9,02
4707;3;M;2455;9,02
4708;3;M;2456;9,03
4709;3;M;2457;9,03
4710;3;M;2458;9,04
4711;3;M;2459;9,04
4712;3;M;2460;9,05
4713;3;M;2461;9,05
4714;3;M;2462;9,05
4715;3;M;2463;9,06
4716;3;M;2464;9,06
4717;3;M;2465;9,06
4718;3;M;2466;9,07
4719;3;M;2467;9,07
4720;3;M;2468;9,07
4721;3;M;2469;9,08
4722;3;M;2470;9,08
4723;3;M;2471;9,08
4724;3;M;2472;9,09
4725;3;M;2473;9,09
4726;3;M;2474;9,09
4727;3;M;2475;9,1
4728;3;M;2476;9,1
4729;3;M;2477;9,11
4730;3;M;2478;9,11
4731;3;M;2479;9,12
4732;3;M;2480;9,12
4733;3;M;2481;9,13
4734;3;M;2482;9,13
4735;3;M;2483;9,14
4736;3;M;2484;9,14
4737;3;M;2485;9,15
4738;3;M;2486;9,15
4739;3;M;2487;9,15
4740;3;M;2488;9,16
4741;3;M;2489;9,16
4742;3;M;2490;9,16
4743;3;M;2491;9,17
4744;3;M;2492;9,17
4745;3;M;2493;9,17
4746;3;M;2494;9,18
4747;3;M;2495;9,18
4748;3;M;2496;9,18
4749;3;M;2497;9,19
4750;3;M;2498;9,19
4751;3;M;2499;9,19
4752;3;M;2500;9,2
4753;3;M;2501;9,2
4754;3;M;2502;9,21
4755;3;M;2503;9,21
4756;3;M;2504;9,22
4757;3;M;2505;9,22
4758;3;M;2506;9,23
4759;3;M;2507;9,23
4760;3;M;2508;9,24
4761;3;M;2509;9,24
4762;3;M;2510;9,24
4763;3;M;2511;9,25
4764;3;M;2512;9,25
4765;3;M;2513;9,25
4766;3;M;2514;9,26
4767;3;M;2515;9,26
4768;3;M;2516;9,26
4769;3;M;2517;9,27
4770;3;M;2518;9,27
4771;3;M;2519;9,27
4772;3;M;2520;9,28
4773;3;M;2521;9,28
4774;3;M;2522;9,29
4775;3;M;2523;9,29
4776;3;M;2524;9,29
4777;3;M;2525;9,3
4778;3;M;2526;9,3
4779;3;M;2527;9,31
4780;3;M;2528;9,31
4781;3;M;2529;9,32
4782;3;M;2530;9,32
4783;3;M;2531;9,33
4784;3;M;2532;9,33
4785;3;M;2533;9,34
4786;3;M;2534;9,34
4787;3;M;2535;9,35
4788;3;M;2536;9,35
4789;3;M;2537;9,35
4790;3;M;2538;9,36
4791;3;M;2539;9,36
4792;3;M;2540;9,36
4793;3;M;2541;9,37
4794;3;M;2542;9,37
4795;3;M;2543;9,37
4796;3;M;2544;9,38
4797;3;M;2545;9,38
4798;3;M;2546;9,38
4799;3;M;2547;9,39
4800;3;M;2548;9,39
4801;3;M;2549;9,39
4802;3;M;2550;9,4
4803;3;M;2551;9,4
4804;3;M;2552;9,41
4805;3;M;2553;9,41
4806;3;M;2554;9,42
4807;3;M;2555;9,42
4808;3;M;2556;9,43
4809;3;M;2557;9,43
4810;3;M;2558;9,44
4811;3;M;2559;9,44
4812;3;M;2560;9,45
4813;3;M;2561;9,45
4814;3;M;2562;9,45
4815;3;M;2563;9,46
4816;3;M;2564;9,46
4817;3;M;2565;9,46
4818;3;M;2566;9,47
4819;3;M;2567;9,47
4820;3;M;2568;9,47
4821;3;M;2569;9,48
4822;3;M;2570;9,48
4823;3;M;2571;9,48
4824;3;M;2572;9,49
4825;3;M;2573;9,49
4826;3;M;2574;9,49
4827;3;M;2575;9,5
4828;3;M;2576;9,5
4829;3;M;2577;9,51
4830;3;M;2578;9,51
4831;3;M;2579;9,52
4832;3;M;2580;9,52
4833;3;M;2581;9,53
4834;3;M;2582;9,53
4835;3;M;2583;9,54
4836;3;M;2584;9,54
4837;3;M;2585;9,55
4838;3;M;2586;9,55
4839;3;M;2587;9,55
4840;3;M;2588;9,56
4841;3;M;2589;9,56
4842;3;M;2590;9,56
4843;3;M;2591;9,57
4844;3;M;2592;9,57
4845;3;M;2593;9,57
4846;3;M;2594;9,58
4847;3;M;2595;9,58
4848;3;M;2596;9,58
4849;3;M;2597;9,59
4850;3;M;2598;9,59
4851;3;M;2599;9,59
4852;3;M;2600;9,6
4853;3;M;2601;9,6
4854;3;M;2602;9,61
4855;3;M;2603;9,61
4856;3;M;2604;9,62
4857;3;M;2605;9,62
4858;3;M;2606;9,63
4859;3;M;2607;9,63
4860;3;M;2608;9,64
4861;3;M;2609;9,64
4862;3;M;2610;9,65
4863;3;M;2611;9,65
4864;3;M;2612;9,65
4865;3;M;2613;9,66
4866;3;M;2614;9,66
4867;3;M;2615;9,66
4868;3;M;2616;9,68
4869;3;M;2617;9,67
4870;3;M;2618;9,67
4871;3;M;2619;9,68
4872;3;M;2620;9,68
4873;3;M;2621;9,68
4874;3;M;2622;9,69
4875;3;M;2623;9,69
4876;3;M;2624;9,69
4877;3;M;2625;9,7
4878;3;M;2626;9,7
4879;3;M;2627;9,71
4880;3;M;2628;9,71
4881;3;M;2629;9,72
4882;3;M;2630;9,73
4883;3;M;2631;9,73
4884;3;M;2632;9,73
4885;3;M;2633;9,74
4886;3;M;2634;9,74
4887;3;M;2635;9,75
4888;3;M;2636;9,75
4889;3;M;2637;9,76
4890;3;M;2638;9,76
4891;3;M;2639;9,76
4892;3;M;2640;9,77
4893;3;M;2641;9,77
4894;3;M;2642;9,77
4895;3;M;2643;9,78
4896;3;M;2644;9,78
4897;3;M;2645;9,78
4898;3;M;2646;9,78
4899;3;M;2647;9,79
4900;3;M;2648;9,79
4901;3;M;2649;9,79
4902;3;M;2650;9,8
4903;3;M;2651;9,8
4904;3;M;2652;9,81
4905;3;M;2653;9,81
4906;3;M;2654;9,82
4907;3;M;2655;9,82
4908;3;M;2656;9,83
4909;3;M;2657;9,83
4910;3;M;2658;9,84
4911;3;M;2659;9,84
4912;3;M;2660;9,85
4913;3;M;2661;9,85
4914;3;M;2662;9,85
4915;3;M;2663;9,86
4916;3;M;2664;9,86
4917;3;M;2665;9,86
4918;3;M;2666;9,87
4919;3;M;2667;9,87
4920;3;M;2668;9,87
4921;3;M;2669;9,88
4922;3;M;2670;9,88
4923;3;M;2671;9,88
4924;3;M;2672;9,89
4925;3;M;2673;9,89
4926;3;M;2674;9,89
4927;3;M;2675;9,9
4928;3;M;2676;9,9
4929;3;M;2677;9,9
4930;3;M;2678;9,91
4931;3;M;2679;9,91
4932;3;M;2680;9,91
4933;3;M;2681;9,92
4934;3;M;2682;9,92
4935;3;M;2683;9,92
4936;3;M;2684;9,93
4937;3;M;2685;9,93
4938;3;M;2686;9,94
4939;3;M;2687;9,94
4940;3;M;2688;9,95
4941;3;M;2689;9,95
4942;3;M;2690;9,96
4943;3;M;2691;9,96
4944;3;M;2692;9,97
4945;3;M;2693;9,97
4946;3;M;2694;9,98
4947;3;M;2695;9,98
4948;3;M;2696;9,98
4949;3;M;2697;9,99
4950;3;M;2698;9,99
4951;3;M;2699;9,99
4952;3;M;2700;10
4953;3;M;2701;10
4954;3;M;2702;10,01
4955;3;M;2703;10,01
4956;3;M;2704;10,02
4957;3;M;2705;10,02
4958;3;M;2706;10,03
4959;3;M;2707;10,03
4960;3;M;2708;10,04
4961;3;M;2709;10,04
4962;3;M;2710;10,05
4963;3;M;2711;10,06
4964;3;M;2712;10,07
4965;3;M;2713;10,08
4966;3;M;2714;10,09
4967;3;M;2715;10,1
4968;3;M;2716;10,1
4969;3;M;2717;10,11
4970;3;M;2718;10,11
4971;3;M;2719;10,12
4972;3;M;2720;10,12
4973;3;M;2721;10,13
4974;3;M;2722;10,13
4975;3;M;2723;10,14
4976;3;M;2724;10,14
4977;3;M;2725;10,15
4978;3;M;2726;10,16
4979;3;M;2727;10,17
4980;3;M;2728;10,18
4981;3;M;2729;10,19
4982;3;M;2730;10,2
4983;3;M;2731;10,2
4984;3;M;2732;10,21
4985;3;M;2733;10,21
4986;3;M;2734;10,22
4987;3;M;2735;10,22
4988;3;M;2736;10,23
4989;3;M;2737;10,23
4990;3;M;2738;10,24
4991;3;M;2739;10,24
4992;3;M;2740;10,25
4993;3;M;2741;10,26
4994;3;M;2742;10,27
4995;3;M;2743;10,28
4996;3;M;2744;10,29
4997;3;M;2745;10,3
4998;3;M;2746;10,3
4999;3;M;2747;10,31
5000;3;M;2748;10,31
5001;3;M;2749;10,32
5002;3;M;2750;10,32
5003;3;M;2751;10,33
5004;3;M;2752;10,33
5005;3;M;2753;10,34
5006;3;M;2754;10,34
5007;3;M;2755;10,35
5008;3;M;2756;10,36
5009;3;M;2757;10,37
5010;3;M;2758;10,38
5011;3;M;2759;10,39
5012;3;M;2760;10,4
5013;3;M;2761;10,4
5014;3;M;2762;10,41
5015;3;M;2763;10,41
5016;3;M;2764;10,42
5017;3;M;2765;10,42
5018;3;M;2766;10,43
5019;3;M;2767;10,43
5020;3;M;2768;10,44
5021;3;M;2769;10,44
5022;3;M;2770;10,45
5023;3;M;2771;10,46
5024;3;M;2772;10,47
5025;3;M;2773;10,48
5026;3;M;2774;10,49
5027;3;M;2775;10,5
5028;3;M;2776;10,5
5029;3;M;2777;10,51
5030;3;M;2778;10,51
5031;3;M;2779;10,52
5032;3;M;2780;10,52
5033;3;M;2781;10,53
5034;3;M;2782;10,53
5035;3;M;2783;10,54
5036;3;M;2784;10,55
5037;3;M;2785;10,56
5038;3;M;2786;10,57
5039;3;M;2787;10,58
5040;3;M;2788;10,59
5041;3;M;2789;10,6
5042;3;M;2790;10,6
5043;3;M;2791;10,61
5044;3;M;2792;10,61
5045;3;M;2793;10,62
5046;3;M;2794;10,62
5047;3;M;2795;10,63
5048;3;M;2796;10,64
5049;3;M;2797;10,65
5050;3;M;2798;10,66
5051;3;M;2799;10,67
5052;3;M;2800;10,68
5053;3;M;2801;10,69
5054;3;M;2802;10,7
5055;3;M;2803;10,7
5056;3;M;2804;10,71
5057;3;M;2805;10,71
5058;3;M;2806;10,72
5059;3;M;2807;10,72
5060;3;M;2808;10,73
5061;3;M;2809;10,74
5062;3;M;2810;10,75
5063;3;M;2811;10,76
5064;3;M;2812;10,77
5065;3;M;2813;10,78
5066;3;M;2814;10,79
5067;3;M;2815;10,8
5068;3;M;2816;10,8
5069;3;M;2817;10,81
5070;3;M;2818;10,81
5071;3;M;2819;10,82
5072;3;M;2820;10,82
5073;3;M;2821;10,83
5074;3;M;2822;10,83
5075;3;M;2823;10,84
5076;3;M;2824;10,84
5077;3;M;2825;10,85
5078;3;M;2826;10,86
5079;3;M;2827;10,87
5080;3;M;2828;10,88
5081;3;M;2829;10,89
5082;3;M;2830;10,9
5083;3;M;2831;10,9
5084;3;M;2832;10,91
5085;3;M;2833;10,91
5086;3;M;2834;10,92
5087;3;M;2835;10,92
5088;3;M;2836;10,93
5089;3;M;2837;10,93
5090;3;M;2838;10,94
5091;3;M;2839;10,95
5092;3;M;2840;10,96
5093;3;M;2841;10,97
5094;3;M;2842;10,98
5095;3;M;2843;10,99
5096;3;M;2844;11
5097;3;M;2845;11
5098;3;M;2846;11,01
5099;3;M;2847;11,02
5100;3;M;2848;11,03
5101;3;M;2849;11,04
5102;3;M;2850;11,05
5103;3;M;2851;11,06
5104;3;M;2852;11,07
5105;3;M;2853;11,08
5106;3;M;2854;11,09
5107;3;M;2855;11,1
5108;3;M;2856;11,1
5109;3;M;2857;11,11
5110;3;M;2858;11,11
5111;3;M;2859;11,12
5112;3;M;2860;11,12
5113;3;M;2861;11,13
5114;3;M;2862;11,13
5115;3;M;2863;11,14
5116;3;M;2864;11,15
5117;3;M;2865;11,16
5118;3;M;2866;11,17
5119;3;M;2867;11,18
5120;3;M;2868;11,19
5121;3;M;2869;11,2
5122;3;M;2870;11,2
5123;3;M;2871;11,21
5124;3;M;2872;11,22
5125;3;M;2873;11,23
5126;3;M;2874;11,24
5127;3;M;2875;11,25
5128;3;M;2876;11,26
5129;3;M;2877;11,27
5130;3;M;2878;11,28
5131;3;M;2879;11,29
5132;3;M;2880;11,3
5133;3;M;2881;11,3
5134;3;M;2882;11,31
5135;3;M;2883;11,31
5136;3;M;2884;11,32
5137;3;M;2885;11,32
5138;3;M;2886;11,33
5139;3;M;2887;11,33
5140;3;M;2888;11,34
5141;3;M;2889;11,35
5142;3;M;2890;11,36
5143;3;M;2891;11,37
5144;3;M;2892;11,38
5145;3;M;2893;11,39
5146;3;M;2894;11,4
5147;3;M;2895;11,4
5148;3;M;2896;11,41
5149;3;M;2897;11,42
5150;3;M;2898;11,43
5151;3;M;2899;11,44
5152;3;M;2900;11,45
5153;3;M;2901;11,46
5154;3;M;2902;11,47
5155;3;M;2903;11,48
5156;3;M;2904;11,49
5157;3;M;2905;11,5
5158;3;M;2906;11,5
5159;3;M;2907;11,51
5160;3;M;2908;11,51
5161;3;M;2909;11,52
5162;3;M;2910;11,52
5163;3;M;2911;11,53
5164;3;M;2912;11,53
5165;3;M;2913;11,54
5166;3;M;2914;11,55
5167;3;M;2915;11,56
5168;3;M;2916;11,57
5169;3;M;2917;11,58
5170;3;M;2918;11,59
5171;3;M;2919;11,6
5172;3;M;2920;11,6
5173;3;M;2921;11,61
5174;3;M;2922;11,62
5175;3;M;2923;11,63
5176;3;M;2924;11,64
5177;3;M;2925;11,65
5178;3;M;2926;11,66
5179;3;M;2927;11,67
5180;3;M;2928;11,68
5181;3;M;2929;11,69
5182;3;M;2930;11,7
5183;3;M;2931;11,7
5184;3;M;2932;11,71
5185;3;M;2933;11,71
5186;3;M;2934;11,72
5187;3;M;2935;11,72
5188;3;M;2936;11,73
5189;3;M;2937;11,73
5190;3;M;2938;11,74
5191;3;M;2939;11,75
5192;3;M;2940;11,76
5193;3;M;2941;11,77
5194;3;M;2942;11,78
5195;3;M;2943;11,79
5196;3;M;2944;11,8
5197;3;M;2945;11,8
5198;3;M;2946;11,81
5199;3;M;2947;11,82
5200;3;M;2948;11,83
5201;3;M;2949;11,84
5202;3;M;2950;11,85
5203;3;M;2951;11,86
5204;3;M;2952;11,87
5205;3;M;2953;11,88
5206;3;M;2954;11,89
5207;3;M;2955;11,9
5208;3;M;2956;11,9
5209;3;M;2957;11,91
5210;3;M;2958;11,91
5211;3;M;2959;11,92
5212;3;M;2960;11,92
5213;3;M;2961;11,93
5214;3;M;2962;11,93
5215;3;M;2963;11,94
5216;3;M;2964;11,95
5217;3;M;2965;11,96
5218;3;M;2966;11,97
5219;3;M;2967;11,98
5220;3;M;2968;11,99
5221;3;M;2969;12
5222;3;M;2970;12
5223;3;M;2971;12,01
5224;3;M;2972;12,02
5225;3;M;2973;12,03
5226;3;M;2974;12,04
5227;3;M;2975;12,05
5228;3;M;2976;12,06
5229;3;M;2977;12,07
5230;3;M;2978;12,08
5231;3;M;2979;12,09
5232;3;M;2980;12,1
5233;3;M;2981;12,11
5234;3;M;2982;12,12
5235;3;M;2983;12,13
5236;3;M;2984;12,14
5237;3;M;2985;12,15
5238;3;M;2986;12,16
5239;3;M;2987;12,17
5240;3;M;2988;12,18
5241;3;M;2989;12,19
5242;3;M;2990;12,2
5243;3;M;2991;12,2
5244;3;M;2992;12,21
5245;3;M;2993;12,21
5246;3;M;2994;12,22
5247;3;M;2995;12,23
5248;3;M;2996;12,24
5249;3;M;2997;12,25
5250;3;M;2998;12,26
5251;3;M;2999;12,27
5252;3;M;3000;12,28
5253;3;M;3001;12,29
5254;3;M;3002;12,3
5255;3;M;3003;12,3
5256;3;M;3004;12,31
5257;3;M;3005;12,31
5258;3;M;3006;12,32
5259;3;M;3007;12,32
5260;3;M;3008;12,33
5261;3;M;3009;12,34
5262;3;M;3010;12,35
5263;3;M;3011;12,36
5264;3;M;3012;12,37
5265;3;M;3013;12,38
5266;3;M;3014;12,39
5267;3;M;3015;12,4
5268;3;M;3016;12,4
5269;3;M;3017;12,41
5270;3;M;3018;12,42
5271;3;M;3019;12,43
5272;3;M;3020;12,44
5273;3;M;3021;12,45
5274;3;M;3022;12,46
5275;3;M;3023;12,47
5276;3;M;3024;12,48
5277;3;M;3025;12,49
5278;3;M;3026;12,5
5279;3;M;3027;12,5
5280;3;M;3028;12,51
5281;3;M;3029;12,52
5282;3;M;3030;12,53
5283;3;M;3031;12,54
5284;3;M;3032;12,55
5285;3;M;3033;12,56
5286;3;M;3034;12,57
5287;3;M;3035;12,58
5288;3;M;3036;12,59
5289;3;M;3037;12,6
5290;3;M;3038;12,6
5291;3;M;3039;12,61
5292;3;M;3040;12,62
5293;3;M;3041;12,63
5294;3;M;3042;12,64
5295;3;M;3043;12,65
5296;3;M;3044;12,66
5297;3;M;3045;12,67
5298;3;M;3046;12,68
5299;3;M;3047;12,69
5300;3;M;3048;12,7
5301;3;M;3049;12,7
5302;3;M;3050;12,71
5303;3;M;3051;12,72
5304;3;M;3052;12,73
5305;3;M;3053;12,74
5306;3;M;3054;12,75
5307;3;M;3055;12,76
5308;3;M;3056;12,77
5309;3;M;3057;12,78
5310;3;M;3058;12,79
5311;3;M;3059;12,8
5312;3;M;3060;12,8
5313;3;M;3061;12,81
5314;3;M;3062;12,82
5315;3;M;3063;12,83
5316;3;M;3064;12,84
5317;3;M;3065;12,85
5318;3;M;3066;12,86
5319;3;M;3067;12,87
5320;3;M;3068;12,88
5321;3;M;3069;12,89
5322;3;M;3070;12,9
5323;3;M;3071;12,91
5324;3;M;3072;12,92
5325;3;M;3073;12,93
5326;3;M;3074;12,94
5327;3;M;3075;12,95
5328;3;M;3076;12,96
5329;3;M;3077;12,97
5330;3;M;3078;12,98
5331;3;M;3079;12,99
5332;3;M;3080;13
5333;3;M;3081;13,01
5334;3;M;3082;13,02
5335;3;M;3083;13,03
5336;3;M;3084;13,04
5337;3;M;3085;13,05
5338;3;M;3086;13,06
5339;3;M;3087;13,07
5340;3;M;3088;13,08
5341;3;M;3089;13,09
5342;3;M;3090;13,1
5343;3;M;3091;13,11
5344;3;M;3092;13,12
5345;3;M;3093;13,13
5346;3;M;3094;13,14
5347;3;M;3095;13,15
5348;3;M;3096;13,16
5349;3;M;3097;13,17
5350;3;M;3098;13,18
5351;3;M;3099;13,19
5352;3;M;3100;13,2
5353;3;M;3101;13,21
5354;3;M;3102;13,22
5355;3;M;3103;13,23
5356;3;M;3104;13,24
5357;3;M;3105;13,25
5358;3;M;3106;13,26
5359;3;M;3107;13,27
5360;3;M;3108;13,28
5361;3;M;3109;13,29
5362;3;M;3110;13,3
5363;3;M;3111;13,31
5364;3;M;3112;13,32
5365;3;M;3113;13,33
5366;3;M;3114;13,34
5367;3;M;3115;13,35
5368;3;M;3116;13,36
5369;3;M;3117;13,37
5370;3;M;3118;13,38
5371;3;M;3119;13,39
5372;3;M;3120;13,4
5373;3;M;3121;13,41
5374;3;M;3122;13,42
5375;3;M;3123;13,43
5376;3;M;3124;13,44
5377;3;M;3125;13,45
5378;3;M;3126;13,46
5379;3;M;3127;13,47
5380;3;M;3128;13,48
5381;3;M;3129;13,49
5382;3;M;3130;13,5
5383;3;M;3131;13,51
5384;3;M;3132;13,52
5385;3;M;3133;13,53
5386;3;M;3134;13,54
5387;3;M;3135;13,55
5388;3;M;3136;13,56
5389;3;M;3137;13,57
5390;3;M;3138;13,58
5391;3;M;3139;13,59
5392;3;M;3140;13,6
5393;3;M;3141;13,61
5394;3;M;3142;13,62
5395;3;M;3143;13,63
5396;3;M;3144;13,64
5397;3;M;3145;13,65
5398;3;M;3146;13,66
5399;3;M;3147;13,67
5400;3;M;3148;13,68
5401;3;M;3149;13,69
5402;3;M;3150;13,7
5403;3;M;3151;13,71
5404;3;M;3152;13,72
5405;3;M;3153;13,73
5406;3;M;3154;13,74
5407;3;M;3155;13,75
5408;3;M;3156;13,76
5409;3;M;3157;13,77
5410;3;M;3158;13,78
5411;3;M;3159;13,79
5412;3;M;3160;13,8
5413;3;M;3161;13,81
5414;3;M;3162;13,82
5415;3;M;3163;13,83
5416;3;M;3164;13,84
5417;3;M;3165;13,85
5418;3;M;3166;13,86
5419;3;M;3167;13,87
5420;3;M;3168;13,88
5421;3;M;3169;13,89
5422;3;M;3170;13,9
5423;3;M;3171;13,91
5424;3;M;3172;13,92
5425;3;M;3173;13,93
5426;3;M;3174;13,94
5427;3;M;3175;13,95
5428;3;M;3176;13,96
5429;3;M;3177;13,97
5430;3;M;3178;13,98
5431;3;M;3179;13,99
5432;3;M;3180;14
5433;3;M;3181;14,01
5434;3;M;3182;14,02
5435;3;M;3183;14,03
5436;3;M;3184;14,04
5437;3;M;3185;14,05
5438;3;M;3186;14,06
5439;3;M;3187;14,07
5440;3;M;3188;14,08
5441;3;M;3189;14,1
5442;3;M;3190;14,11
5443;3;M;3191;14,12
5444;3;M;3192;14,13
5445;3;M;3193;14,14
5446;3;M;3194;14,15
5447;3;M;3195;14,16
5448;3;M;3196;14,18
5449;3;M;3197;14,2
5450;3;M;3198;14,21
5451;3;M;3199;14,22
5452;3;M;3200;14,23
5453;3;M;3201;14,24
5454;3;M;3202;14,25
5455;3;M;3203;14,26
5456;3;M;3204;14,27
5457;3;M;3205;14,28
5458;3;M;3206;14,29
5459;3;M;3207;14,3
5460;3;M;3208;14,31
5461;3;M;3209;14,32
5462;3;M;3210;14,33
5463;3;M;3211;14,34
5464;3;M;3212;14,35
5465;3;M;3213;14,36
5466;3;M;3214;14,38
5467;3;M;3215;14,4
5468;3;M;3216;14,41
5469;3;M;3217;14,42
5470;3;M;3218;14,43
5471;3;M;3219;14,44
5472;3;M;3220;14,45
5473;3;M;3221;14,46
5474;3;M;3222;14,47
5475;3;M;3223;14,48
5476;3;M;3224;14,5
5477;3;M;3225;14,51
5478;3;M;3226;14,52
5479;3;M;3227;14,53
5480;3;M;3228;14,54
5481;3;M;3229;14,55
5482;3;M;3230;14,56
5483;3;M;3231;14,57
5484;3;M;3232;14,58
5485;3;M;3233;14,59
5486;3;M;3234;14,6
5487;3;M;3235;14,61
5488;3;M;3236;14,62
5489;3;M;3237;14,63
5490;3;M;3238;14,64
5491;3;M;3239;14,65
5492;3;M;3240;14,66
5493;3;M;3241;14,67
5494;3;M;3242;14,68
5495;3;M;3243;14,69
5496;3;M;3244;14,7
5497;3;M;3245;14,71
5498;3;M;3246;14,72
5499;3;M;3247;14,73
5500;3;M;3248;14,74
5501;3;M;3249;14,75
5502;3;M;3250;14,76
5503;3;M;3251;14,78
5504;3;M;3252;14,8
5505;3;M;3253;14,81
5506;3;M;3254;14,82
5507;3;M;3255;14,83
5508;3;M;3256;14,84
5509;3;M;3257;14,85
5510;3;M;3258;14,86
5511;3;M;3259;14,88
5512;3;M;3260;14,9
5513;3;M;3261;14,91
5514;3;M;3262;14,92
5515;3;M;3263;14,93
5516;3;M;3264;14,94
5517;3;M;3265;14,95
5518;3;M;3266;14,96
5519;3;M;3267;14,97
5520;3;M;3268;14,98
5521;3;M;3269;14,99
5522;3;M;3270;15
5523;3;M;3271;15,01
5524;3;M;3272;15,02
5525;3;M;3273;15,03
5526;3;M;3274;15,04
5527;3;M;3275;15,05
5528;3;M;3276;15,06
5529;3;M;3277;15,07
5530;3;M;3278;15,08
5531;3;M;3279;15,1
5532;3;M;3280;15,11
5533;3;M;3281;15,12
5534;3;M;3282;15,14
5535;3;M;3283;15,16
5536;3;M;3284;15,18
5537;3;M;3285;15,2
5538;3;M;3286;15,21
5539;3;M;3287;15,22
5540;3;M;3288;15,23
5541;3;M;3289;15,24
5542;3;M;3290;15,25
5543;3;M;3291;15,26
5544;3;M;3292;15,27
5545;3;M;3293;15,28
5546;3;M;3294;15,29
5547;3;M;3295;15,3
5548;3;M;3296;15,31
5549;3;M;3297;15,32
5550;3;M;3298;15,33
5551;3;M;3299;15,34
5552;3;M;3300;15,35
5553;3;M;3301;15,36
5554;3;M;3302;15,37
5555;3;M;3303;15,38
5556;3;M;3304;15,4
5557;3;M;3305;15,41
