id;Sexo;Tempo;Segundos;Nota
853;M;00:23:39;1419;4,9
854;M;00:23:40;1420;4,89
855;M;00:23:41;1421;4,88
856;M;00:23:42;1422;4,87
857;M;00:23:43;1423;4,86
858;M;00:23:44;1424;4,85
859;M;00:23:45;1425;4,84
860;M;00:23:46;1426;4,83
861;M;00:23:47;1427;4,82
862;M;00:23:48;1428;4,81
863;M;00:23:49;1429;4,8
864;M;00:23:50;1430;4,79
865;M;00:23:51;1431;4,78
866;M;00:23:52;1432;4,77
867;M;00:23:53;1433;4,76
868;M;00:23:54;1434;4,75
869;M;00:23:55;1435;4,74
870;M;00:23:56;1436;4,73
871;M;00:23:57;1437;4,72
872;M;00:23:58;1438;4,71
873;M;00:23:59;1439;4,7
874;M;00:24:00;1440;4,69
875;M;00:24:01;1441;4,68
876;M;00:24:02;1442;4,67
877;M;00:24:03;1443;4,66
878;M;00:24:04;1444;4,65
879;M;00:24:05;1445;4,64
880;M;00:24:06;1446;4,63
881;M;00:24:07;1447;4,62
882;M;00:24:08;1448;4,61
883;M;00:24:09;1449;4,6
884;M;00:24:10;1450;4,59
885;M;00:24:11;1451;4,58
886;M;00:24:12;1452;4,57
887;M;00:24:13;1453;4,56
888;M;00:24:14;1454;4,55
889;M;00:24:15;1455;4,54
890;M;00:24:16;1456;4,53
891;M;00:24:17;1457;4,52
892;M;00:24:18;1458;4,51
893;M;00:24:19;1459;4,5
894;M;00:24:20;1460;4,49
895;M;00:24:21;1461;4,48
896;M;00:24:22;1462;4,47
897;M;00:24:23;1463;4,46
898;M;00:24:24;1464;4,45
899;M;00:24:25;1465;4,44
900;M;00:24:26;1466;4,43
901;M;00:24:27;1467;4,42
902;M;00:24:28;1468;4,41
903;M;00:24:29;1469;4,4
904;M;00:24:30;1470;4,39
905;M;00:24:31;1471;4,38
906;M;00:24:32;1472;4,37
907;M;00:24:33;1473;4,36
908;M;00:24:34;1474;4,35
909;M;00:24:35;1475;4,34
910;M;00:24:36;1476;4,33
911;M;00:24:37;1477;4,32
912;M;00:24:38;1478;4,31
913;M;00:24:39;1479;4,3
914;M;00:24:40;1480;4,29
915;M;00:24:41;1481;4,28
916;M;00:24:42;1482;4,27
917;M;00:24:43;1483;4,26
918;M;00:24:44;1484;4,25
919;M;00:24:45;1485;4,24
920;M;00:24:46;1486;4,23
921;M;00:24:47;1487;4,22
922;M;00:24:48;1488;4,21
923;M;00:24:49;1489;4,2
924;M;00:24:50;1490;4,19
925;M;00:24:51;1491;4,18
926;M;00:24:52;1492;4,17
927;M;00:24:53;1493;4,16
928;M;00:24:54;1494;4,15
929;M;00:24:55;1495;4,14
930;M;00:24:56;1496;4,13
931;M;00:24:57;1497;4,12
932;M;00:24:58;1498;4,11
933;M;00:24:59;1499;4,1
934;M;00:25:00;1500;4,09
935;M;00:25:01;1501;4,08
936;M;00:25:02;1502;4,07
937;M;00:25:03;1503;4,06
938;M;00:25:04;1504;4,05
939;M;00:25:05;1505;4,04
940;M;00:25:06;1506;4,03
941;M;00:25:07;1507;4,02
942;M;00:25:08;1508;4,01
943;M;00:25:09;1509;4
944;M;00:25:10;1510;3,99
945;M;00:25:11;1511;3,98
946;M;00:25:12;1512;3,97
947;M;00:25:13;1513;3,96
948;M;00:25:14;1514;3,95
949;M;00:25:15;1515;3,94
950;M;00:25:16;1516;3,93
951;M;00:25:17;1517;3,92
952;M;00:25:18;1518;3,91
953;M;00:25:19;1519;3,9
954;M;00:25:20;1520;3,89
955;M;00:25:21;1521;3,88
956;M;00:25:22;1522;3,87
957;M;00:25:23;1523;3,86
958;M;00:25:24;1524;3,85
959;M;00:25:25;1525;3,84
960;M;00:25:26;1526;3,83
961;M;00:25:27;1527;3,82
962;M;00:25:28;1528;3,81
963;M;00:25:29;1529;3,8
964;M;00:25:30;1530;3,79
965;M;00:25:31;1531;3,78
966;M;00:25:32;1532;3,77
967;M;00:25:33;1533;3,76
968;M;00:25:34;1534;3,75
969;M;00:25:35;1535;3,74
970;M;00:25:36;1536;3,73
971;M;00:25:37;1537;3,72
972;M;00:25:38;1538;3,71
973;M;00:25:39;1539;3,7
974;M;00:25:40;1540;3,69
975;M;00:25:41;1541;3,68
976;M;00:25:42;1542;3,67
977;M;00:25:43;1543;3,66
978;M;00:25:44;1544;3,65
979;M;00:25:45;1545;3,64
980;M;00:25:46;1546;3,63
981;M;00:25:47;1547;3,62
982;M;00:25:48;1548;3,61
983;M;00:25:49;1549;3,6
984;M;00:25:50;1550;3,59
985;M;00:25:51;1551;3,58
986;M;00:25:52;1552;3,57
987;M;00:25:53;1553;3,56
988;M;00:25:54;1554;3,55
989;M;00:25:55;1555;3,54
990;M;00:25:56;1556;3,53
991;M;00:25:57;1557;3,52
992;M;00:25:58;1558;3,51
993;M;00:25:59;1559;3,5
994;M;00:26:00;1560;3,49
995;M;00:26:01;1561;3,48
996;M;00:26:02;1562;3,47
997;M;00:26:03;1563;3,46
998;M;00:26:04;1564;3,45
999;M;00:26:05;1565;3,44
1000;M;00:26:06;1566;3,43
1001;M;00:26:07;1567;3,42
1002;M;00:26:08;1568;3,41
1003;M;00:26:09;1569;3,4
1004;M;00:26:10;1570;3,39
1005;M;00:26:11;1571;3,38
1006;M;00:26:12;1572;3,37
1007;M;00:26:13;1573;3,36
1008;M;00:26:14;1574;3,35
1009;M;00:26:15;1575;3,34
1010;M;00:26:16;1576;3,33
1011;M;00:26:17;1577;3,32
1012;M;00:26:18;1578;3,31
1013;M;00:26:19;1579;3,3
1014;M;00:26:20;1580;3,29
1015;M;00:26:21;1581;3,28
1016;M;00:26:22;1582;3,27
1017;M;00:26:23;1583;3,26
1018;M;00:26:24;1584;3,25
1019;M;00:26:25;1585;3,24
1020;M;00:26:26;1586;3,23
1021;M;00:26:27;1587;3,22
1022;M;00:26:28;1588;3,21
1023;M;00:26:29;1589;3,2
1024;M;00:26:30;1590;3,19
1025;M;00:26:31;1591;3,18
1026;M;00:26:32;1592;3,17
1027;M;00:26:33;1593;3,16
1028;M;00:26:34;1594;3,15
1029;M;00:26:35;1595;3,14
1030;M;00:26:36;1596;3,13
1031;M;00:26:37;1597;3,12
1032;M;00:26:38;1598;3,11
1033;M;00:26:39;1599;3,1
1034;M;00:26:40;1600;3,09
1035;M;00:26:41;1601;3,08
1036;M;00:26:42;1602;3,07
1037;M;00:26:43;1603;3,06
1038;M;00:26:44;1604;3,05
1039;M;00:26:45;1605;3,04
1040;M;00:26:46;1606;3,03
1041;M;00:26:47;1607;3,02
1042;M;00:26:48;1608;3,01
1043;M;00:26:49;1609;3
1044;M;00:26:50;1610;2,99
1045;M;00:26:51;1611;2,98
1046;M;00:26:52;1612;2,97
1047;M;00:26:53;1613;2,96
1048;M;00:26:54;1614;2,95
1049;M;00:26:55;1615;2,94
1050;M;00:26:56;1616;2,93
1051;M;00:26:57;1617;2,92
1052;M;00:26:58;1618;2,91
1053;M;00:26:59;1619;2,9
1054;M;00:27:00;1620;2,89
1055;M;00:27:01;1621;2,88
1056;M;00:27:02;1622;2,87
1057;M;00:27:03;1623;2,86
1058;M;00:27:04;1624;2,85
1059;M;00:27:05;1625;2,84
1060;M;00:27:06;1626;2,83
1061;M;00:27:07;1627;2,82
1062;M;00:27:08;1628;2,81
1063;M;00:27:09;1629;2,8
1064;M;00:27:10;1630;2,79
1065;M;00:27:11;1631;2,78
1066;M;00:27:12;1632;2,77
1067;M;00:27:13;1633;2,76
1068;M;00:27:14;1634;2,75
1069;M;00:27:15;1635;2,74
1070;M;00:27:16;1636;2,73
1071;M;00:27:17;1637;2,72
1072;M;00:27:18;1638;2,71
1073;M;00:27:19;1639;2,7
1074;M;00:27:20;1640;2,69
1075;M;00:27:21;1641;2,68
1076;M;00:27:22;1642;2,67
1077;M;00:27:23;1643;2,66
1078;M;00:27:24;1644;2,65
1079;M;00:27:25;1645;2,64
1080;M;00:27:26;1646;2,63
1081;M;00:27:27;1647;2,62
1082;M;00:27:28;1648;2,61
1083;M;00:27:29;1649;2,6
1084;M;00:27:30;1650;2,59
1085;M;00:27:31;1651;2,58
1086;M;00:27:32;1652;2,57
1087;M;00:27:33;1653;2,56
1088;M;00:27:34;1654;2,55
1089;M;00:27:35;1655;2,54
1090;M;00:27:36;1656;2,53
1091;M;00:27:37;1657;2,52
1092;M;00:27:38;1658;2,51
1093;M;00:27:39;1659;2,5
1094;M;00:27:40;1660;2,49
1095;M;00:27:41;1661;2,48
1096;M;00:27:42;1662;2,47
1097;M;00:27:43;1663;2,46
1098;M;00:27:44;1664;2,45
1099;M;00:27:45;1665;2,44
1100;M;00:27:46;1666;2,43
1101;M;00:27:47;1667;2,42
1102;M;00:27:48;1668;2,41
1103;M;00:27:49;1669;2,4
1104;M;00:27:50;1670;2,39
1105;M;00:27:51;1671;2,38
1106;M;00:27:52;1672;2,37
1107;M;00:27:53;1673;2,36
1108;M;00:27:54;1674;2,35
1109;M;00:27:55;1675;2,34
1110;M;00:27:56;1676;2,33
1111;M;00:27:57;1677;2,32
1112;M;00:27:58;1678;2,31
1113;M;00:27:59;1679;2,3
1114;M;00:28:00;1680;2,29
1115;M;00:28:01;1681;2,28
1116;M;00:28:02;1682;2,27
1117;M;00:28:03;1683;2,26
1118;M;00:28:04;1684;2,25
1119;M;00:28:05;1685;2,24
1120;M;00:28:06;1686;2,23
1121;M;00:28:07;1687;2,22
1122;M;00:28:08;1688;2,21
1123;M;00:28:09;1689;2,2
1124;M;00:28:10;1690;2,19
1125;M;00:28:11;1691;2,18
1126;M;00:28:12;1692;2,17
1127;M;00:28:13;1693;2,16
1128;M;00:28:14;1694;2,15
1129;M;00:28:15;1695;2,14
1130;M;00:28:16;1696;2,13
1131;M;00:28:17;1697;2,12
1132;M;00:28:18;1698;2,11
1133;M;00:28:19;1699;2,1
1134;M;00:28:20;1700;2,09
1135;M;00:28:21;1701;2,08
1136;M;00:28:22;1702;2,07
1137;M;00:28:23;1703;2,06
1138;M;00:28:24;1704;2,05
1139;M;00:28:25;1705;2,04
1140;M;00:28:26;1706;2,03
1141;M;00:28:27;1707;2,02
1142;M;00:28:28;1708;2,01
1143;M;00:28:29;1709;2
1144;M;00:28:30;1710;1,99
1145;M;00:28:31;1711;1,98
1146;M;00:28:32;1712;1,97
1147;M;00:28:33;1713;1,96
1148;M;00:28:34;1714;1,95
1149;M;00:28:35;1715;1,94
1150;M;00:28:36;1716;1,93
1151;M;00:28:37;1717;1,92
1152;M;00:28:38;1718;1,91
1153;M;00:28:39;1719;1,9
1154;M;00:28:40;1720;1,89
1155;M;00:28:41;1721;1,88
1156;M;00:28:42;1722;1,87
1157;M;00:28:43;1723;1,86
1158;M;00:28:44;1724;1,85
1159;M;00:28:45;1725;1,84
1160;M;00:28:46;1726;1,83
1161;M;00:28:47;1727;1,82
1162;M;00:28:48;1728;1,81
1163;M;00:28:49;1729;1,8
1164;M;00:28:50;1730;1,79
1165;M;00:28:51;1731;1,78
1166;M;00:28:52;1732;1,77
1167;M;00:28:53;1733;1,76
1168;M;00:28:54;1734;1,75
1169;M;00:28:55;1735;1,74
1170;M;00:28:56;1736;1,73
1171;M;00:28:57;1737;1,72
1172;M;00:28:58;1738;1,71
1173;M;00:28:59;1739;1,7
1174;M;00:29:00;1740;1,69
1175;M;00:29:01;1741;1,68
1176;M;00:29:02;1742;1,67
1177;M;00:29:03;1743;1,66
1178;M;00:29:04;1744;1,65
1179;M;00:29:05;1745;1,64
1180;M;00:29:06;1746;1,63
1181;M;00:29:07;1747;1,62
1182;M;00:29:08;1748;1,61
1183;M;00:29:09;1749;1,6
1184;M;00:29:10;1750;1,59
1185;M;00:29:11;1751;1,58
1186;M;00:29:12;1752;1,57
1187;M;00:29:13;1753;1,56
1188;M;00:29:14;1754;1,55
1189;M;00:29:15;1755;1,54
1190;M;00:29:16;1756;1,53
1191;M;00:29:17;1757;1,52
1192;M;00:29:18;1758;1,51
1193;M;00:29:19;1759;1,5
1194;M;00:29:20;1760;1,49
1195;M;00:29:21;1761;1,48
1196;M;00:29:22;1762;1,47
1197;M;00:29:23;1763;1,46
1198;M;00:29:24;1764;1,45
1199;M;00:29:25;1765;1,44
1200;M;00:29:26;1766;1,43
1201;M;00:29:27;1767;1,42
1202;M;00:29:28;1768;1,41
1203;M;00:29:29;1769;1,4
1204;M;00:29:30;1770;1,39
1205;M;00:29:31;1771;1,38
1206;M;00:29:32;1772;1,37
1207;M;00:29:33;1773;1,36
1208;M;00:29:34;1774;1,35
1209;M;00:29:35;1775;1,34
1210;M;00:29:36;1776;1,33
1211;M;00:29:37;1777;1,32
1212;M;00:29:38;1778;1,31
1213;M;00:29:39;1779;1,3
1214;M;00:29:40;1780;1,29
1215;M;00:29:41;1781;1,28
1216;M;00:29:42;1782;1,27
1217;M;00:29:43;1783;1,26
1218;M;00:29:44;1784;1,25
1219;M;00:29:45;1785;1,24
1220;M;00:29:46;1786;1,23
1221;M;00:29:47;1787;1,22
1222;M;00:29:48;1788;1,21
1223;M;00:29:49;1789;1,2
1224;M;00:29:50;1790;1,19
1225;M;00:29:51;1791;1,18
1226;M;00:29:52;1792;1,17
1227;M;00:29:53;1793;1,16
1228;M;00:29:54;1794;1,15
1229;M;00:29:55;1795;1,14
1230;M;00:29:56;1796;1,13
1231;M;00:29:57;1797;1,12
1232;M;00:29:58;1798;1,11
1233;M;00:29:59;1799;1,1
1234;M;00:30:00;1800;1,09
1235;M;00:30:01;1801;1,08
1236;M;00:30:02;1802;1,07
1237;M;00:30:03;1803;1,06
1238;M;00:30:04;1804;1,05
1239;M;00:30:05;1805;1,04
1240;M;00:30:06;1806;1,03
1241;M;00:30:07;1807;1,02
1242;M;00:30:08;1808;1,01
1243;M;00:30:09;1809;1
1244;M;00:30:10;1810;0,99
1245;M;00:30:11;1811;0,98
1246;M;00:30:12;1812;0,97
1247;M;00:30:13;1813;0,96
1248;M;00:30:14;1814;0,95
1249;M;00:30:15;1815;0,94
1250;M;00:30:16;1816;0,93
1251;M;00:30:17;1817;0,92
1252;M;00:30:18;1818;0,91
1253;M;00:30:19;1819;0,9
1254;M;00:30:20;1820;0,89
1255;M;00:30:21;1821;0,88
1256;M;00:30:22;1822;0,87
1257;M;00:30:23;1823;0,86
1258;M;00:30:24;1824;0,85
1259;M;00:30:25;1825;0,84
1260;M;00:30:26;1826;0,83
1261;M;00:30:27;1827;0,82
1262;M;00:30:28;1828;0,81
1263;M;00:30:29;1829;0,8
1264;M;00:30:30;1830;0,79
1265;M;00:30:31;1831;0,78
1266;M;00:30:32;1832;0,77
1267;M;00:30:33;1833;0,76
1268;M;00:30:34;1834;0,75
1269;M;00:30:35;1835;0,74
1270;M;00:30:36;1836;0,73
1271;M;00:30:37;1837;0,72
1272;M;00:30:38;1838;0,71
1273;M;00:30:39;1839;0,7
1274;M;00:30:40;1840;0,69
1275;M;00:30:41;1841;0,68
1276;M;00:30:42;1842;0,67
1277;M;00:30:43;1843;0,66
1278;M;00:30:44;1844;0,65
1279;M;00:30:45;1845;0,64
1280;M;00:30:46;1846;0,63
1281;M;00:30:47;1847;0,62
1282;M;00:30:48;1848;0,61
1283;M;00:30:49;1849;0,6
1284;M;00:30:50;1850;0,59
1285;M;00:30:51;1851;0,58
